sentiment	productId	userId	summary	text	helpfulY	helpfulN
1	B008GWQVXY	A1AGUO5PPZQL6S	Straberry Burst Pomergranite	I bought K-CUPSS that contain, Strawberry Burst with Pomergranite in the K-CUPS. Put the K-CUP in thr Kruig Coffee Maker and let it go in the Glass over the Ice, and you will have a brand new bursting drink, that is out of this world. It is delicious.<br /><br />24 K-CUPS, come in a box, and is not exspenive either. You will have a great drink, it is amazing, you can taste the Strawberrys, and the Pomegranite, together. It is a amazing drink for the Summer time, you will enjoy it. (I RECCOMMEND THIS DRINK TO EVERYONE, IT'S DELICIOUS.)<br /><br />Jim in Ohio.	2	0
1	B004CLCEDE	A2DIUOU8Q46V5R	good	I bought the variety pack of noodles because i was intrigued in having a bowl of noodles everyday for calorie reduction. I was a bit scared based on some of the reviews, but i was like heck lets have a try. my first pack was angel hair, and there is a smell, its an asian fishy smell, but i just rinsed with cold water and couldnt smell it anymore. I did not boil the noodles like it says, i simply placed them in a stirfry pan in a little bit of oil and water until it was boiling and than added quarter pack of cheese from a kraft mac and cheese with some salt. Ate them just fine, consitancy is not bad, its not exactly like italian noodles more like japanese rice noodle. tasted delicious with the cheese, and its freakin zero carbs!	2	0
-1	B000KV61FC	A3P43C9U5FZVCI	Okay, I Guess...	While the concept is great - my dog LOVES empty pop bottles - he doesn't have any interest in this particular toy. I think it is pretty sturdy, though I may not be the best judge as he hasn't really played hard with it. He has a ton of toys and this is his least favorite. It really is a good idea though and I do like how well it was made.	0	0
1	B005GIF5VU	A6E9IIKU5KPUY	My cat goes bananas for Temptations	I have a very tall, lean, long-legged male cat. He doesn't eat much. I put out the finest wet food and he shows barely any interest. I buy expensive dry food to supplement his main meals. Eh, he could take or leave it. I even tried giving him high-end tuna from a can--the kind people eat--and he hardly nibbled at it. He just doesn't have much of an appetite, or so I thought. When I sprinkle a handful of these treats on a napkin, he furiously eats them all up. When I open the cabinet where I keep them, he comes running from wherever he is in the house. He seems to like all the flavors equally (chicken, beef, salmon - doesn't matter). Temptations is the only food I can count on his eating on a consistent basis. I could never train him or manipulate him with food before because nothing ever motivated him. These treats motivate him. If I need to calm him down for a brushing or a nail trimming, Temptations will work the magic. Thank you, Temptations.	5	0
-1	B000GAT6MM	A32T88YBPOVC0B	Bitter surprise	I have enjoyed Nutiva Organic Shelled Hempseed for three years.  But I just received a three pound bag that was puffed up with air.  When I opened it up, it still smelled like hemp seed so I took a bite and swallowed it.  Not only did it taste bitter, but it burned my throat!  Amazon is refunding my money and I am going to try a different brand of hemp seed.  I suspect improper packaging or storage which is a shame because Nutiva's product is really good when it is fresh.	0	1
1	B0000TA3QW	A3KQILPY73W5IB	blast from the past	hadn't had this since i was a kid ,  35 or 40 yrs ago,  wow so good, thanks for the memories!	2	0
1	B003DNL9RY	A3SE1GYR6QAVTK	Excellent	I love this crystal light flavor and I am having a hard time finding it in my area.  I hope they aren not going to stop making it.	0	0
1	B000KND8RY	ACQFLKC14RNPL	I choose agave nectar over sugar anyday.	Having gluten intolerance made me start cooking alot more.  After trying agave nectar in homemade cookies I decided to start incorporating agave into all of my recipes calling for sugar.  Now I have people asking me how I made such wonderful tasting gluten free breads, cookies, pies and rolls.	0	0
-1	B000I2OOPW	A78KV5YH0SFTD	easy sauce	this sauce is very easy to make. just add milk or cream turns out nice mild sauce in ten minutes. i'll buy it again.	7	0
1	B007PA30ZU	A2EBMYVJAEIK75	Coffee lover	"I am one of those people who like for their coffee to ""walk and stand alone"". This one does. Great taste, no bitter after taste. Very dark roasted color, smell and taste. It does have backbone. I even put cream and sweetner in a cup to see if ""watered"" down. It didn't. Stayed true to taste and flavor. Oh yeal! I see a lot of this in my future."	0	0
1	B001LGGH40	A4VMQ6ZTSXSSL	100% Vitamin C but 34g. of sugar.	I have long believed that you can get anyone to drink anything as long as you add enough sugar to it.  And this drink is proof of that.  It's 100% vitamin C but 34grams of sugar.  I actually think it would taste better if it were not carbonated.  It's just a juice pouch with carbonation.<br /><br />I really liked it, my kids really liked it and it was a very tasty drink.  But again, 34 grams of sugar, wow.  It's also only 8 ounces.  I tried the strawberry kiwi, it left a syrupy taste in my mouth.  I would not purchase again, just because of the sugar level.  If you disregard than it is a good drink nevertheless.	1	0
1	B000A2BCJG	A3PJK9BJ44H7GQ	Fast Delivery, Good Items	I order 6 box of powerbar gel raspberry cream. All the items are coming with great condition.<br />Before the order, I heard that this seller shipped too late, but I recieved very fast.<br />Don't worry about that, I am very satisfied.	0	0
1	B004867T24	A3L9QN0YNV3PUG	Outstanding Treat for Cats	Our cat is the ultimate of fussiness. She will only sleep on down pillows, and will only drink bottled water from a crystal goblet. Her favorite food is Florida stone crab (at $39 per pound currently). Thus, I thought she would be a tough test for Petite Cuisine Grilled Tuna. She loved it! She even begged for more. But to give it a further test, I tried it on my daughter's three cats, and they loved it. From this, I conclude that Petite Cuisine Grilled Tuna is likely to be a real treat for cats.	0	1
1	B005K4Q37A	A3KI0OS4U9RUBZ	very creamy!  Love it!	I have tried lots of k-cups and this is one of my favorites.  it is very creamy and smooth.  The Hazelnut flavor is subtle.	0	0
-1	B000EQT9MK	A2B7U19UM1G1BC	Good chips, Close to expiration date	These were good chips, but they were a month away from expiration (with no preservatives) when they arrived.  I was expecting them to be good for longer considering it was a pack of 12 bags.  I like chips, but not enough to eat 1.2 bags a day.<br /><br />5* for the chips<br /><br />1* for Amazon selling borderline stale chips	1	0
1	B006BAFIZK	A1LR2W10CVS6YT	The best chocolates	These chocolates are made in small batches in Kohler Wisconsin. We use to drive to Kohler to buy them. It's good to know that you can order them on Amazon. Each piece has an amazing combination of flavors and textures. I particularly enjoy the ones with molasses, they are called Blackstrap terrapins. Let me know if you like them.	0	0
-1	B004DBOPUI	A3P84TZX9X1B3X	Wish I had reviews - having problems with this	Tase is good, not as bold as I prefer. But I love strong coffee.  But the reason I cannot give 5 stars is THREE times now I have had a brewing problem that I have not had with other brands.  TWO TIMES, the coffee went all over the brewing part and not a straight shot into the cup.  Today, I noticed several grains in my cup, so rathr than waste a cup, I strained it through a filter and enjoyed my cup.  I have bought Tully's before, but nt from this seller. Wonder why the problems so many of us are reporting?	0	0
-1	B0083T5TAQ	A3FECJ4DJJ86OV	k cups	I was shocked to find my k-cups were packaged in a zip locked bag. Some of the cups were damaged and expired.	0	0
1	B000FH7YBQ	A24R7G70CNT8OV	Delicious!	These are a great snack item.  I saw some people saying that they couldn't eat a single one in one sitting, but I really didn't have a problem eating a couple of them per day.  Granted I enjoy most japanese food/snacks and red bean paste/jelly are no mystery to me.  If you want to try something different then give these a shot, I can't guarantee you will love them as much as I did, but I can say that I wasn't alone in that feeling.  I shared them with some of my other fraternity brothers and they loved them as well.	2	0
-1	B008GRIB0A	A18MXQ4PLVP7W0	Raspberry taste TOO strong	The taste of raspberry is pretty much all I get out of this.  I do not taste nor smell chocolate! The raspberry is too overwhelming which ruins the coffee.  Now I have 2 boxes of this which I'll probably never finish.  I love coffee and hate the fact that this flavor destroys the coffee taste.. and completely leaves out the chocolate!	0	0
1	B004GU3Z5M	A5QSJE8U5XVZX	It just fine	I used to be able to get these nuts from Walmart, but they no longer sell them in my area, I was happy to find they were on Amazon with that same good quality	1	0
1	B001QOQIKK	A1NGSLEITFZ31J	Great Candy-Rip off Price	I too had these from Costco and they are fantastic. But I paid less than $15 for the big jar. I can't believe these places are charging $50. They are good, but not THAT good unless you have $$$ to burn.	0	0
-1	B001EQ4H7G	APDMTWPCRE98U	April 6 2011 was only $18.75.Now is $39.95 for 4 pack!	I LOVED this product...tasted wonderful. Much better than any other, and only 25 cal. serving. I used in my coffee every morning. But when I went to reorder today, the price for a 4 pak of 7.3oz cannisters is now $39.95 instead of $18.75 when I ordered from Amazon April 6 2011. I'm sorry to lose this treat, but the price rise is a deal killer.	1	0
-1	B0000DGF9V	A1KGORFHUSJ313	Disappointed in Brooklyn	I was very disappointed when this ficus arrived.  Many leaves had dropped off but the worst part was that there were so many leaves which were blackened with some sort of insect infestation in the plant.  Rather than going through the trouble of repackaging it and delivering it to be sent back... I placed it in new soil, spread powered insecticide in it and put it in a larger pot and will hope for the best.  I was very surprised that this plant was delivered in this condition.  I ordered this because of the many positive reviews even though there were some also complaining about the problem I mentioned.	1	1
1	B000HDKZDC	A23TNRHKURH7YU	Best cereal bars on the planet	We use these for our daughter for a few reasons. One, they are healthier than other cereal bars on the market (whole grain). Two, they have yogurt incorporated into the bar. Three, the are thick and do not easily crumble. Since our daughter starting eating them when she was about 1, not having to clean up after she's eaten them is a BIG plus.<br /><br />Plus, they are super yummy for adults too.<br /><br />They are more expensive than others on the market (esp since I can get Nutrigrain bars in bulk at a discount) but they are worth it. Makes our life easier and they don't have a ton of added sugars!	4	0
1	B0051TPWUI	AUMGVFDBLIC86	Awesome	These are incredible!  Eating these makes me not want to eat candy.  I love these!  The price isn't that great though.  I think Blue Diamond should save money by packaging them in something cheaper than plastic.  I did notice it on Amazon in a box, but the price looks odd - over $50?  Too bad Amazon doesn't stock this, so no Free Shipping.	0	0
1	B007OXJMD2	A1W6R9OZFYLYW	Love this coffee	Hazelnut Green Mountain Decaf is my favorite decaf k-cup. I typically drink this at night. I love the flavor and highly recommend this item.	0	0
-1	B000LR7QHW	A7PAKUWTGL6RX	Very Salty	"When i tried this it tastes very salty. If you like anchovies then this is the caviar for you because it tastes almost exactly like anchovies.<br /><br />It does have a little ""pop"" to it but the eggs are very small, it kinda looks like blackberry jam. Also Capelin is actually red this is dyed black.<br /><br />ingredients list is as follows.<br />Capelin roes, salt, water, stabilizer (xanthan gum), spices, citric acid, sodium benzoate (0.1%) as preservative, FD&C Blue #1, Yellow #6, Red #40<br /><br />To test this product on a ""caviar aficionado"" i had one of my Russian friends try it and he said its ""ok"" but its very salty and tastes fishy. If you plan on using this as a topping for sushi then it would be fantastic.<br /><br />For the price its a good deal if you like salty briny fish."	1	0
1	B0046GRD0O	A2I0XUSOKOP48T	So Good, I eat it straight from the Jar!	I have ordered several jars of Cacao Bliss. I have yet to try an Arisana product that i did not like. If you like coconut and chocolate, you must try it for yourself!	4	0
1	B003OPCMZO	A36IBTD6JOK0DB	Spanish Saffron	Fresh fresh fresh. This Saffron release very good color and aroma. Long strands. Good quantity and price is also reasonable. I would recommend this product.	0	0
1	B007RTR8AC	AYD5G172A3CDP	Pretty good!	I like this shampoo.  I don't know that it necessarily volumizes hair, but it definitely cleans the hair and scalp really well.  Also, this is the thickest lather that I've ever had with a shampoo, so I like that as well.	1	0
1	B000GGOEBE	A1IOB8ZFFHIYVL	Very tastey	I had had this on a recent trip to Arizona and decided to buy it on line. It was just as good	0	0
1	B001BCVDXO	A1QHEDMQFBKNJ3	Dented Cans!!!	Product taste as expected but of the 12 cans that was ordered.  3 cans were extremely dented and 6 with some dents on the cans.  I will have to throw out the extremely dented cans as I am not sure when the cans were dented.  Not safe.	0	0
1	B001E5DYEO	AY9XJARPE963Q	Excellent snack!!!	At nearly 1/2 the price of the grocery store, these dried cherries are GREAT!  Better than raisins, sweeter than cranberries, healthier than any gummy bear, and the kids love them!	0	0
1	B000NJMV14	A383XURHVF8ON6	Excellent grain-free treats!	"These treats are the bee's knees. I've bought them in EVERY flavor they offer. Lamb liver is a great flavor, but my pups love all the flavors equally, it seems. Each treat is about 1"" wide and 1"" to 1-1/2"" in length. Good sized treat for a bigger dog, and if you have smaller dogs like my shelties, these jerky treats tear apart easily into smaller bites with no crumbs, no mess. They smell like the jerky I buy for myself, and have quality ingredients. The shelties love them! I gave a bag to my sister for her giant dogs and they love them too, they work hard for these treats to get them out of puzzle toys.  My parents' little pom-terrier mix has a special place in her heart for anything liver, so these were well received (*snarf snarf snarf*) by that pup too.<br /><br />My younger sheltie can't handle grain or gluten... he has epilepsy that is possibly triggered by gluten, so I feed both furkids grain-free everything. Even if he didn't have epilepsy, I'd probably still feed grain-free, including these treats, because my shelties have *fantastic* silky soft coats from feeding them this way. I don't buy these treats here, I get them elsewhere, but they are a fantastic deal for 12 ounces of treats, it's a LOT of little torn-up bite-sized treats for my shelties during training. Each bag lasts me about a month, I think."	2	0
-1	B000LT0D4S	A2Z2N9U0HEGN9F	OK, not quite what I expected.	I wish I could give a better rating, however, the mints were not quite what I expected.  I'm used to dinner mints that seem to melt in your mouth.  These (at least the bags I received) were pretty crunchy.  Still good, but not the brand I was searching for I guess.	10	0
-1	B005YYFHCS	AG42BGT858GTI	Expensive mistake	I received this product last week and my husband and I have been slowly trying the drinks. Thus far, the horrible outweigh the okay. The Grape was okay...the Dr. Zevia was okay...and that's been about the only okay products. The Mt.Zevia was like a flat Mt. Dew, the Cola was nothing like cola, the Ginger root beer was like a carbonated chai drink. They have been such a let down. I am very bummed that this was not a good product as I grew up on diet drinks and am quite attached to them. Not these. Never again, nor would I recommend them.	2	2
1	B000EVOSE4	AJ47NX45J5FTQ	Gummi Bears	Been buying Gummi Bears at the Supermarket, also at specialty candy stores at the Mall, but none comes close to the Haribo Gummy Bears, the taste is superb my family will not eat other Gummy bears that are not from Haribo, and price is just right.	0	0
1	B000E23VXW	A3M9YHBW8O86AW	Love it	It took me a while to get used to the taste. But now that I have, I absolutely love it. Plain organic yogurt with hemp tastes delicious, granted I only use 1-2 teaspoons per cup. It's a great pre-workout supplement as I have noticed more endurance. If you're keen on flavor, this product might not be for you. Try the vanilla flavored one.	2	0
-1	B0030F3LCQ	A3TSQVDK4TZ1VD	current price is way high	at the current price of just under 42bucks, make at s/s about 86cents a can..factor in the can size at 5oz vs 6oz at local stores is 11.8% lower in weight, thus higher again in price..factoring out to 96cents a can...this is way to high a price. those who got it at 50cents a can is a decent price. i will wait til that happens, til then store sales will be the credo.<br /><br />and i agree with the review where there seems far less tuna in a can; press out the water and the can is 1/2 filled..you are buying lots of water, not tuna. sneaky, like a pound size can of coffee holds only 12 oz or so anymore.	5	1
-1	B002LMX0Z2	A1HUW3IZS3D23L	works nice	This product works nice. When you drink the tea, you can actually feel the effects of it. It warms up your body inside immediately. It does actually work but you have to stick with it to maintain.	0	0
1	B0026A2BS6	A2UJHQ49HZL14L	Love it!	For the price, I highly recommend this tea. I usually mix this tea with oolong tea leaves and drink about 4 cups a day.<br />Highly recommend this product.	0	0
-1	B000I6MDHY	A2U15N4A0M6KM7	Not the best coffee	There are other vanilla raspberry coffess available, although none sold by Amazon unfortunately. Try one of those.	0	1
-1	B0012BUR6S	A3GLC45MF00NFF	Just had a glass today	"When I received the package just earlier today I was excited to try it out immediately. I'm already a loyal drinker of the Yamamotoyama Iced Green Tea Powder and wanted to give Stash a try, particularly the mint flavor (Yamamotoyama only has three flavors: original unsweetened, sweetened and raspberry). When I checked the ingredients of this product (ground Sencha tea and natural peppermint flavor) I already expected that this would be unsweetened (after all, mint is not sweet in the first place so if it said ""natural"", I expected it unsweetened).<br /><br />I do agree with a few people that one packet was indeed weak for a 16oz water bottle, however I could sense a bit of the mint. Maybe it would be enough for an 8oz water content, you'd need to have at least 2 or 3 packets for you to have that strong ""mint"" flavor.<br /><br />But the best thing about having purely ground green tea with nothing else on it (well in this case it has natural peppermint in it) is that you could use this as an ingredient for other treats, such as smoothies and even desserts. Just the other day I even added the Yamamotoyama unsweetened green tea powder on my Muesli hot cereal and it was delicious. I plan to do the same with this Stash mint green tea powder (I'm an experimenting foodie so doesn't hurt to try LOL) with my hot cereal and milk.<br /><br />You can even substitute milk instead of water. Ever tasted maccha green tea latte that you get from Starbucks and Jamba Juice before? Try it with this one. :)"	0	0
-1	B000MK6C28	AUGPL3KNNCP64	ehhh	It's a neet gift idea for the person that has everything but after the last box arrived I realized that I paid a lot of money for salsa that is just Ok.  I'm not sure where the Gourmet part comes in. I've had better from the Market.	0	0
1	B000HDOOL6	A388S9FH215A6S	Oregon Chai Tea Latte	Great product, more flavor than hot tea or coffee - and much more reasonable than buying at Starbuck's!	0	0
-1	B000H1217M	A2ONQB6UPXHN1V	would be okay if they didnt get hard after 5 minutes	I originally bought the Zuke's Treats for Cats on Amazon.com. It arrived in a decent amount of time (I didn't expect it to be quick since I used the free shipping). My cat thought they were just okay, and would eat them if i put them in front of her, but not come running as she does for her other treats. So I would leave them out for her in her dish, and they would get hard real quick. After maybe eating 20 of the little pieces total, she stopped eating them altogether.<br />Then I went to Petco after adopting a puppy, and Petco convinced me they would be perfect for training so i got the ones for dogs. I thought maybe the shipping made them stale, and Petco assured me the ones for dogs were of better quality. Unfortunately this was not the case, my dog who eats shoes, and ANYTHHING else that's on the floor does not want to eat these. I mean they are okay but barely okay. When I take her on walks and use them to redirect her attention and they are hard by the time we get home from our walk, and she will spit out over half of them on the sidewalk. So if your pet likes hard food then they might like them (and they are real ingredients,) but if your pet is like mine, they wont touch them. I now have two barely opened packages of this stuff that just sits under my cupboard.	2	1
1	B000FPFC3U	A1625S7V5HB5HM	great pancakes	these pancakes are great, almost sweet like cake, everyone in my house loves them<br />will continue to buy them at Amazon because can save alot of money	1	1
1	B000EDG4TE	A18A9JKPZH2HO7	I almost didn't order....	because these are more expensive than some of the other brands. I decided to order since they had great reviews and are a product of the USA. I'm sure glad I did because these are delicious! My whole family likes them straight out of the package. We've not yet taken the time to roast them.	2	0
1	B000PDY3P0	A2J0IR7A6P4OG3	Absolutely in love!	"First off... I LOVE POPCORN -- especially movie theater style popcorn. In fact, I've been known to go to movie theaters without buying a ticket just to buy some popcorn.<br /><br />We just finished our basement and my wife bought me a popcorn machine for Christmas. We tried a couple other ""recipes"" and couldn't find quite the taste we were looking for. I then saw the reviews for Great Northern and bought a box. The very first batch I popped got me hooked! It's a PERFECT recipe for my movie theater style taste. Whenever I have friends over and pop it for them, they too fall in love!<br /><br />Since my first order, I've set this up on repeat delivery so that I'm never out at home!"	0	0
-1	B001LFEUCM	A27SRLFS1E3VQS	Chocolate Orange too dry.	I thought these were way too dry AND the nuts seemed to cut my mouth.  That combination turned me off to these bars completely.  And they had so much potential...	1	0
-1	B002X4AQ0A	A16QKKZ4VF03O8	Didn't Like The Taste.  Vendor Refunded My Money No Questions Asked!	I didn't like the tase of the raspberry extract. When I contacted the vendor there were no questions asked and my money was refunded and I didn't have to send it back.  I would order from them again, just something else.	1	0
1	B003DMWQ86	A3HEV7X0H7UEOU	Favorite snack	I bought these for my 3 year old daughter.  She LOVES them and they are only in a couple stores (we have tried strawberry too but vanilla is her favorite).  Bought a 5 pack and didn't have to hunt them down.  They are great to take with for an easy snack or lunch.  Almost out so will have to get more!!	0	0
1	B001GVIUXQ	APP8XWYYV4PAA	Trust Newman's, high quality products	I find the Newman products made of great quality and am willing to pay more for it. The pet products, like cat food, are good quality and gives me peace of mind in terms of what I am feeding our cats or dogs. Highly recommend.	0	0
-1	B001EUG65I	A11KE6HIGM6H0P	lasted under a minute	This is not worth it.  My pit ate it in large chunks in under a minute.  i bought it locally for what i'd pay for dinner- not worth it in terms of money or time in keeping him busy.  he takes longer to eat an entire bowl of food..	0	0
1	B00028HN64	A2LN4MDWXZM7CG	The Best You Can Give Your Dog--If You've Not Earning Minimum Wage	"This food is fantastic. I used it for a year then switched to a holistic, premium brand dry kibble (Wysong), and am now considering going back to Dr. Harvey's. This is why:<br /><br />1--On Dr. Harvey's, there was less poop, it was practically odorless, and healthy and firm (the higher quality food you give your dog, the less it stinks and the less comes out. I've noticed a huge difference now that we're on kibble.)<br /><br />2--It gives your dog a variety of food. Every time you make a new batch, you rotate the protein source--chicken, beef, scrambled eggs, turkey, fish, and even chickpeas and lentils (both of which our dogs LOVED!) and a different oil source (flax oil, fish oil, olive oil, sesame oil). I know people have done it for years, but it just can't be completely healthy to feed your pet the same exact thing day after day, year after year. There's just something very counter-intuitive about that...<br /><br />3--My dogs' breath was better on Dr. Harvey's--no joke! I brush my dogs' teeth every night and I can tell that it's gotten worse since we stopped feeding them Dr. Harvey's (and nothing's changed in the brushing).<br /><br />Now, I should let you know why we switched from Dr. Harvey's in the first place:<br /><br />1--It is a little on the expensive side. You can rotate with cheaper protein sources (lentils or chickpeas for $1/lb or eggs) to make it more affordable some weeks, but dogs need MEAT, and the only kind worth buying--that doesn't come from horrific living conditions and is not pumped with hormones--is expensive (though for good reason--watch ""Food, Inc.""). I found boiling whole chickens made it more affordable ($4/lb) than deboned chicken breasts ($8/lb), but they still need that beef, and that we couldn't get that too often for them. (Ethical turkey is expensive, too.)<br /><br />2--It's a bit high maintenance (my husband would say 'very'). There were several times we ran out and I had to go to the store, come back and cook up a batch for my hungry dogs (1 hour after 'asking' for it...). Now that we're on kibble it's so simple and convenient, and our dogs go hungry less often.  (Note: if you are more organized than me--which is likely--you probably wont run into this problem :) Also--you could also do this differently--we weighed out each and every portion we gave our dogs (one got 7.5oz, one got 4.5oz per meal), and that also added some time. Also, it takes 10 minutes to defrost it if it's frozen and you didn't defrost ahead of time. Dr. Harvey's also added more dishes (for the cooking, the measuring), which is tough living in a small, NYC dishwasher-less apartment.<br /><br />Those two last points aside, I kind of miss our Dr. Harvey's days. It always deeply warmed my heart to feed my dogs 'real' food that was so colorful (peas, carrots, spinach, beets!) and that smelled sooo good! We'll see--if their 'conditions' don't improve (bad breath, softish stool, itchiness), we might go back to Dr. Harvey's (and if we can find a place to get affordable, ethical meats.)<br /><br />And just because this Amazon ad does a horrible job of telling you about the product, here are some important details:<br /><br />Ingredients: Organic Brown Rice, Organic Kamut, Organic Oats, Organic Spelt, Organic Barley, Organic Triticale, Potatoes*, Carrots*, Zucchini*, Sweet Potatoes**, Peas**, Broccoli, Green Beans, Beets, Calcium Citrate, Parsley, Lecithin, Garlic, Bee Pollen, Nutritional Yeast, Alfalfa, Rose Hips, Red Clover, Oat Straw, Flax Seed Meal*, Papaya, Rosemary, Dandelion, Peppermint, Ginger, Spirulina*, Fenugreek*, Basil Leaf, Fennel Seed. (*Dehydrated; **Freeze-Dried) (incredible, right?!?!)<br /><br />And how we made it:<br />1--Pick a protein and cook it up (our dogs didn't take to raw beef or chicken very well, but you can also do raw). Weigh the cooked protein--this determines the proportions of everything else you add (water, Dr. Harvey's Mix, and oil). Process protein if need be (boiled chicken or turkey breasts, hard-boiled eggs.)<br />2--Boil up needed amount of water in a big pot. When boiled, add needed amount of Dr. Harvey's dehydrated mix to the boiled water. Cover and let it sit and rehydrate for 8 minutes.<br />3--After 8 minutes, add the cooked protein to the big pot of rehydrated Dr. Harvey's mix. Add needed amount of oil. Mix it all up, and it's done! (The dogs go NUTS over the first, warm batch of Dr. Harvey's! I don't blame them--it smells sooo good!)<br /><br />We would make big batches and put 3-days' worth in the fridge (maximum amount of time) and freeze the rest.<br /><br />Note: it took us a while to figure out what proportions we needed for what. The instructions on the sheet inside give you guidance, but I ended up making my own chart because their's wasn't very helpful.  Also--we needed a scale (you might, too) to measure out how much protein you have--which will determine how much Mix, water and oil to use. It's a little tricky, but definitely manageable.<br /><br />Dr. Harvey's is fantastic, and he has a grain-free version, too (Veg-to-Bowl), which I have yet to try. I forgot to mention--I even spoke to Dr. Harvey myself when I had questions! How's that for customer service?!<br /><br />In sum, Dr. Harvey's is great if you're a very conscientious pet parent and know what's good for your pets (like me) but not so great if you're a struggling grad student short of time and cash (like me). Good luck!"	21	0
1	B000NGRUQ8	A1QUXYZDINWA51	Taj Mahal Tea	I recently purchased a large box of Taj Mahal tea through Amazon.com. The order was promptly shipped and received, was fresh, and met my expectations. Taj Mahal is a superior import tea from India and I highly recommend it.	2	0
1	B003O5WOPC	A15BWWQHVKQ4XW	Very fresh tea with	Enjoyed, I bought using a kindle special offer and really became a fan of this tea. It brews a deep rich red, the mix reminds me of the English Christmas wassail but with more smoothness which comes from vanilla I think. Very nice for a cold and tastes wonderful esp. because their ingredients are so fresh.	0	0
1	B0019VJWUI	A33QQ1S92XNB7V	Relaxation in a Cup	We love this tea in the evening. No caffine,just a mind soothing flavor.  We can drink several cups guilt free, and it has such a delightful aroma and taste, no sweetener in needed. Thanks,	2	0
1	B000FVDWU4	A17HTZ4S9NUZ93	I Love Sage Tea!	I heard about drinking sage tea on the Dr. Oz show. Though sage is most commonly used in cooking, sage tea has been shown to boost alertness and mood, while decreasing anxiety, I was told.<br /><br />I find it very soothing. I was surprised that I actually like the taste. It's a woodsy taste just very appealing. It always makes me feel good afterward. The tea is caffeine free so I normally drink it in the afternoon or evening as I still need the caffeine coffee provides in the morning.<br /><br />This is a great product and I will most likely order it again.	3	0
-1	B001E53016	A223LG1GAIOP3M	The bag lied	"I bought this thinking I was getting a bag of dried apples. It even says ""DRIED APPLES"" in the ingredients.<br />They're good, but this isn't what I wanted.<br />Dried apples are hard and crispy, not soft and chewy."	0	0
-1	B001DW2RGO	A25BXIJ3QC7IMG	No Habla Espanol	I guess it does the job okay.  And it's much cheaper than 5-Hour brand.  But the packaging it arrived in was in Spanish.  Since I don't speak or read Spanish I was a little leery of this item since it was impossible for me to read ingredients and nutritional information panel.<br />The item is labelled as being made in the USA but the website on the label has a .mx extension for being a Mexican company.<br />I don't have anything against our neighbors to the south.  I just expect that when I buy something on Amazon that the labeling will be in English unless otherwise stated.	0	0
-1	B001D0DMME	A1SLSU5VAOYTH0	Good taste, but difficult to get out of package	I do like the taste of these bars, however, do plan to get sticky when eating.  These stick to the plastic pouch and are difficult to get out, especially if you eat them while bike riding, running or working out.  You end up with a mess on your hands.  Refrigerating before eating may help, but may also lead to tooth loss.  These are my thoughts!	1	0
1	B000I1OLT2	A1I35WC7JYIRZM	Terrific 'PICK ME UP'	I enjoy having a cup of tea during the day.  I found that the Stash Premium Tea, Pomegranate Rasberry Green Tea bags  renews me.	1	1
-1	B001CCXVPQ	A3HTWQFX4GIILG	Tastes like dirty water	"I got this 3 pack because I LOVE Jamaica me Crazy K-cups (which is what I thought these would be). But, regardless, when they arrived and I realized they were pods I thought ""Oh well, I can still use them in my Kurig.""... But these taste nothing like the K-cups! I mean, NOTHING. ...dirty water. I can't imagine any kind of single cup brewer somehow magically making these things taste good."	0	0
-1	B004303CYO	A2RII61MVDEDPI	Burnt Caramel	"First, I should state that I regularly buy other VIA instant coffees, Colombian and House Blend. Colombian is better, but I don't think they're too different. I even get the regular iced VIA every once in a while.<br /><br />Second, when I used to go to Starbucks (which was for over a decade until I switched to mom and pops and small chains), my drink of choice was the caramel macchiato (""iced grande upside-down"" to be exact).<br /><br />So when I saw they made a caramel flavor VIA, I was excited to try it out. In short, it smells fantastic - but tastes nasty. I'm throwing the rest away it's that bad. It has a burnt taste to it, and while I think Starbucks frequently overroasts their beans (one of the big reasons I left), I believe the caramel flavoring is to blame. It tastes artificial, and that horrible taste stays with you. I guess I should have remembered the time, years ago, when I tried the Torani caramel syrup, which had a weird taste that was more butterscotch than caramel (avoid that, too).<br /><br />In short, there's just no substitute for the real (?) caramel sauce they use in the store. If the caramel macchiato is your drink, too, buy the squeeze bottle of the thick caramel drizzle along with a bottle of vanilla syrup and use that with the VIA Colombian and some milk. A little more work, but much better results."	1	0
-1	B001ZWHGFO	ASMUW9YLQ7RHN	Bright, but not beautiful	Color is great, but see through is not! Buy the boring blue ones. You might feel a little less stupid walking your dog while holding an *opaque* bag of poo.	0	1
1	B000YVBP7W	A8KY4KNVU3D32	I missed you my friend!	If you have never cooked with white pepper maybe you should try it.  It's a lot less spicy than the black pepper and it has it's own distinct taste.  I bought this large bottle because it was most cost effective.  The supermarkets were charging almost $4 for a small bottle.  This size makes up for it and more.	1	0
